Period,MaxTemperature,MinTemperature,Humidity,Pressure,Precipitation,WindSpeed
Week 3074 (2008-11-23 - 2008-11-29),22.7,7.3,59.9,1018,0,7.6
Week 3075 (2008-11-30 - 2008-12-06),22.8,7.1,61.3,1016.3,0,6.6
Week 3076 (2008-12-07 - 2008-12-13),18.6,7.8,70.9,1017.4,26.7,10.1
Week 3077 (2008-12-14 - 2008-12-20),18.3,7.8,72,1018.6,57.9,13.4
Week 3078 (2008-12-21 - 2008-12-27),18.4,5.4,71.3,1016.6,0,11.6
Week 3079 (2008-12-28 - 2009-01-03),16.6,4.2,69.9,1016.8,11.5,11.9
Week 3080 (2009-01-04 - 2009-01-10),14.9,3.1,71.4,1019.8,5.9,9.3
Week 3081 (2009-01-11 - 2009-01-17),16.7,5.6,70.9,1022.3,15.4,9.6
Week 3082 (2009-01-18 - 2009-01-24),17.8,6.1,71.6,1017.6,25.6,11.8
Week 3083 (2009-01-25 - 2009-01-31),17.9,7.9,76.1,1015.1,26.7,12
Week 3084 (2009-02-01 - 2009-02-07),18.1,6.5,71.3,1017,25.4,10.4
Week 3085 (2009-02-08 - 2009-02-14),16.9,6.8,76.1,1015.4,55.7,10.9
Week 3086 (2009-02-15 - 2009-02-21),19.4,7,65.1,1016.7,20.4,11.3
Week 3087 (2009-02-22 - 2009-02-28),19.2,7.2,66.9,1012.4,16.8,12.8
Week 3088 (2009-03-01 - 2009-03-07),22.1,10,63.4,1011.4,18.2,11.4
Week 3089 (2009-03-08 - 2009-03-14),23.6,8.7,60.4,1014.9,0.7,10.6
Week 3090 (2009-03-15 - 2009-03-21),23.7,11.7,62.6,1012.9,7.9,14.1
Week 3091 (2009-03-22 - 2009-03-28),21.5,10.8,72.6,1013.6,24.7,11
Week 3092 (2009-03-29 - 2009-04-04),23.8,12.4,68.3,1011.2,22.6,14.1
Week 3093 (2009-04-05 - 2009-04-11),21.5,12.2,72.7,1011.8,66.1,11.6
Week 3094 (2009-04-12 - 2009-04-18),27.1,14.5,62.3,1009,7.5,18.8
Week 3095 (2009-04-19 - 2009-04-25),28.4,13.6,54.4,1008.6,3.2,18.7
Week 3096 (2009-04-26 - 2009-05-02),33.1,17.4,43.9,1008.2,0,11.9
Week 3097 (2009-05-03 - 2009-05-09),29.1,16.7,56.7,1008.6,29.2,13.4
Week 3098 (2009-05-10 - 2009-05-16),33.3,17.5,42.1,1002.3,0,11.3
Week 3099 (2009-05-17 - 2009-05-23),37.3,20.8,34.6,1003,1.5,13
Week 3100 (2009-05-24 - 2009-05-30),36.2,19.8,31,999.2,0.7,13.4
Week 3101 (2009-05-31 - 2009-06-06),36.3,23.1,34.9,999.9,2.2,19.4
Week 3102 (2009-06-07 - 2009-06-13),36.3,20.8,28.3,1001.4,0.4,12.3
Week 3103 (2009-06-14 - 2009-06-20),33.6,21.3,41.6,1003.5,3.9,14.4
Week 3104 (2009-06-21 - 2009-06-27),40,23.9,22.7,998.8,0,12.8
Week 3105 (2009-06-28 - 2009-07-04),37.2,24.5,38,997,0.6,14.7
Week 3106 (2009-07-05 - 2009-07-11),38.7,25.3,37.7,998.1,2,12.9
Week 3107 (2009-07-12 - 2009-07-18),37.1,26.4,51.4,997.1,4.9,12.7
Week 3108 (2009-07-19 - 2009-07-25),35.1,25,67,999.2,27.2,10.7
Week 3109 (2009-07-26 - 2009-08-01),32.6,24.7,74,996.9,43.8,14
Week 3110 (2009-08-02 - 2009-08-08),34.6,25.7,72.6,997.4,36.5,11.2
Week 3111 (2009-08-09 - 2009-08-15),34.2,26.4,71.9,999.7,9.4,12.6
Week 3112 (2009-08-16 - 2009-08-22),30.1,22.9,78.9,1003.6,51.8,11.9
Week 3113 (2009-08-23 - 2009-08-29),32.1,23.1,70.7,1004.2,17.7,9
Week 3114 (2009-08-30 - 2009-09-05),29.9,21.4,72.7,1004.8,19.5,11
Week 3115 (2009-09-06 - 2009-09-12),32.6,19.5,59.9,1003.9,0,13.3
Week 3116 (2009-09-13 - 2009-09-19),34,20.1,53.1,1006.3,2.1,11.9
Week 3117 (2009-09-20 - 2009-09-26),35.1,23.2,59.4,1005.1,2.2,11
Week 3118 (2009-09-27 - 2009-10-03),34.4,22,52.1,1006.5,0.1,12.4
Week 3119 (2009-10-04 - 2009-10-10),30.9,17.4,51.3,1006.1,4.4,12.8
Week 3120 (2009-10-11 - 2009-10-17),30.2,14.6,40.4,1012.6,0,12.9
Week 3121 (2009-10-18 - 2009-10-24),28.2,12.1,37.4,1013,0.3,11.4
Week 3122 (2009-10-25 - 2009-10-31),27.4,12.1,39.3,1015.3,0.2,11.8
Week 3123 (2009-11-01 - 2009-11-07),27.7,13.6,50.1,1016.1,0,11.4
Week 3124 (2009-11-08 - 2009-11-14),21.2,9.3,59.3,1013.5,18.4,10.8
Week 3125 (2009-11-15 - 2009-11-21),20.8,6.7,58.9,1015.1,0.1,12.8
Week 3126 (2009-11-22 - 2009-11-28),20.3,7.4,61.3,1017.5,8.6,10.6
Week 3127 (2009-11-29 - 2009-12-05),21.2,8.3,61.1,1017,7.4,9.6
Week 3128 (2009-12-06 - 2009-12-12),17.7,6.5,63.6,1016.5,1.2,10.5
Week 3129 (2009-12-13 - 2009-12-19),18.7,5.3,61.4,1018.8,0,8.5
Week 3130 (2009-12-20 - 2009-12-26),17.6,3.3,58.6,1018.3,0,9.2
Week 3131 (2009-12-27 - 2010-01-02),17.6,3.5,62.3,1015.8,0,7.6
Week 3132 (2010-01-03 - 2010-01-09),17.9,4,66.6,1017.2,0.1,10.1
Week 3133 (2010-01-10 - 2010-01-16),18.2,4,60.6,1019.7,0,10.3
Week 3134 (2010-01-17 - 2010-01-23),20,6.3,60.6,1019,0,10
Week 3135 (2010-01-24 - 2010-01-30),18.9,7.2,64,1017.9,33.9,13.9
Week 3136 (2010-01-31 - 2010-02-06),17.5,5.3,66.1,1018,16.1,9.1
Week 3137 (2010-02-07 - 2010-02-13),15.4,7.5,75.1,1015.4,101.9,27.1
Week 3138 (2010-02-14 - 2010-02-20),17.7,4.2,66.1,1016.8,49.3,12.3
Week 3139 (2010-02-21 - 2010-02-27),20.8,9.4,71.4,1014.1,27.6,11.4
Week 3140 (2010-02-28 - 2010-03-06),19.6,10.4,71.4,1013,30,14.6
Week 3141 (2010-03-07 - 2010-03-13),24.4,8.7,66,1016,0,10.4
Week 3142 (2010-03-14 - 2010-03-20),28.6,12.9,62.3,1013.1,0,12.2
Week 3143 (2010-03-21 - 2010-03-27),30.2,16.9,54.1,1006.8,4.6,17.6
Week 3144 (2010-03-28 - 2010-04-03),28.5,15.2,47.9,1008.5,4.5,15.8
Week 3145 (2010-04-04 - 2010-04-10),31.6,15.5,38.4,1010.8,0.7,15.2
Week 3146 (2010-04-11 - 2010-04-17),34.6,18.4,36.9,1007,0.7,13.2
Week 3147 (2010-04-18 - 2010-04-24),31.3,18.7,44.4,1005.7,6.7,23.2
Week 3148 (2010-04-25 - 2010-05-01),34.1,20,36.4,1009.5,1.5,14.5
Week 3149 (2010-05-02 - 2010-05-08),33.7,20.8,46.3,1005,11.7,17
Week 3150 (2010-05-09 - 2010-05-15),33.9,19.3,40.4,1003.9,3.8,16.6
Week 3151 (2010-05-16 - 2010-05-22),35.9,21.6,34.1,1003.9,2.6,22.1
Week 3152 (2010-05-23 - 2010-05-29),38.1,22.7,29,998.4,5.5,26.5
Week 3153 (2010-05-30 - 2010-06-05),37.5,21.6,29.6,1003.4,2.2,18.5
Week 3154 (2010-06-06 - 2010-06-12),36.1,21.4,35.3,1002.8,1.1,12.7
Week 3155 (2010-06-13 - 2010-06-19),36.6,23,37.6,1001.7,3.5,12.6
Week 3156 (2010-06-20 - 2010-06-26),39.6,25.5,34,997.6,3.3,17.4
Week 3157 (2010-06-27 - 2010-07-03),37.1,26,46.6,998.7,2,16.3
Week 3158 (2010-07-04 - 2010-07-10),36,25.5,55,1002.5,8.8,14.6
Week 3159 (2010-07-11 - 2010-07-17),36.9,26.1,53.9,999.7,12.4,19.7
Week 3160 (2010-07-18 - 2010-07-24),31.2,23.6,74.7,998.6,165.3,14
Week 3161 (2010-07-25 - 2010-07-31),30.8,24.2,81.4,1000,154.6,12.7
Week 3162 (2010-08-01 - 2010-08-07),30,24.7,83.7,1002.6,24,17.1
Week 3163 (2010-08-08 - 2010-08-14),30.3,24.5,84.7,1002.5,29.1,11.9
Week 3164 (2010-08-15 - 2010-08-21),31.4,24.4,85.4,1002.3,35.6,9.8
Week 3165 (2010-08-22 - 2010-08-28),29.6,21.9,80,1002.5,55.1,11.7
Week 3166 (2010-08-29 - 2010-09-04),31.6,23.1,79.9,1002,7.3,9.7
Week 3167 (2010-09-05 - 2010-09-11),30.7,22.8,80.9,1003.4,13,9.2
Week 3168 (2010-09-12 - 2010-09-18),28.9,19.6,74.1,1004.6,13.9,12.1
Week 3169 (2010-09-19 - 2010-09-25),29.4,18.4,70.4,1007.1,1.4,14.2
Week 3170 (2010-09-26 - 2010-10-02),30.5,17.3,57.9,1010,0.9,11.4
Week 3171 (2010-10-03 - 2010-10-09),30.5,17.5,63.3,1006.9,0.1,10.9
Week 3172 (2010-10-10 - 2010-10-16),30.5,16.8,57.7,1008,0,11.4
Week 3173 (2010-10-17 - 2010-10-23),27.9,17.3,68,1008.5,8,16.8
Week 3174 (2010-10-24 - 2010-10-30),26.2,11.3,50.3,1013.6,0,10.4
Week 3175 (2010-10-31 - 2010-11-06),26.2,12.5,59.9,1015,0,10.7
Week 3176 (2010-11-07 - 2010-11-13),25.5,10.2,56.9,1014.4,0,10.7
Week 3177 (2010-11-14 - 2010-11-20),23.6,9.4,58.6,1015.2,0.3,8.3
Week 3178 (2010-11-21 - 2010-11-27),22.6,8.2,61,1012.8,0,10.5
Week 3179 (2010-11-28 - 2010-12-04),20.9,6.6,62.4,1015.1,0,7.6
Week 3180 (2010-12-05 - 2010-12-11),19.2,5,63.3,1013.4,0,7.6
Week 3181 (2010-12-12 - 2010-12-18),18.4,4.1,66.7,1013.7,0,8.8
Week 3182 (2010-12-19 - 2010-12-25),18.4,3.4,57.3,1014.9,0,8.6
Week 3183 (2010-12-26 - 2011-01-01),15.1,3.9,72.6,1015.7,10,9.7
Week 3184 (2011-01-02 - 2011-01-08),14.8,1.9,74.3,1016.6,0.2,7.7
Week 3185 (2011-01-09 - 2011-01-15),15.8,3.6,71.4,1013.8,36.7,11.1
Week 3186 (2011-01-16 - 2011-01-22),15.1,1.7,65.4,1015.3,0,10.9
Week 3187 (2011-01-23 - 2011-01-29),16.6,1.7,60.7,1018.5,0.9,9
Week 3188 (2011-01-30 - 2011-02-05),18.9,6.5,68.4,1017.5,10.5,9.9
Week 3189 (2011-02-06 - 2011-02-12),16.4,5.9,73.9,1013.6,66.3,10
Week 3190 (2011-02-13 - 2011-02-19),15.5,5.8,77.1,1013.7,57.9,15
Week 3191 (2011-02-20 - 2011-02-26),15.7,6.4,77.1,1017.2,17.4,11.7
Week 3192 (2011-02-27 - 2011-03-05),15.7,7.6,74.7,1017.9,28.9,10.2
Week 3193 (2011-03-06 - 2011-03-12),21.6,7.1,63.7,1015.4,4,14.5
Week 3194 (2011-03-13 - 2011-03-19),25.7,11.3,66.6,1008.8,31.4,14.8
Week 3195 (2011-03-20 - 2011-03-26),25.9,10.1,61.4,1010,0,12.4
Week 3196 (2011-03-27 - 2011-04-02),23.6,12.6,63.1,1011.7,18.9,13.4
Week 3197 (2011-04-03 - 2011-04-09),23.5,9.6,54.4,1014.2,2.3,14.1
Week 3198 (2011-04-10 - 2011-04-16),24.9,13.3,69,1012.8,32.6,10.6
Week 3199 (2011-04-17 - 2011-04-23),26.2,13.3,67.9,1010.1,52.8,10.4
Week 3200 (2011-04-24 - 2011-04-30),32.8,17.6,58.3,1005.5,3.1,15
Week 3201 (2011-05-01 - 2011-05-07),32.9,18.6,52.1,1004.5,3.8,14.3
Week 3202 (2011-05-08 - 2011-05-14),34.8,18.6,41.1,1002.8,0,14
Week 3203 (2011-05-15 - 2011-05-21),38.3,21.4,33.1,1001.5,0.2,11.5
Week 3204 (2011-05-22 - 2011-05-28),36.9,22.8,36.6,1002.6,1,13.8
Week 3205 (2011-05-29 - 2011-06-04),36.1,22,37.9,1001.6,1.5,21.4
Week 3206 (2011-06-05 - 2011-06-11),38.6,22.9,33,998.1,1.8,17.1
Week 3207 (2011-06-12 - 2011-06-18),37.7,25.9,43.6,997.1,7.6,16.6
Week 3208 (2011-06-19 - 2011-06-25),38.1,27.8,49.7,995.8,1.9,14.2
Week 3209 (2011-06-26 - 2011-07-02),32.7,24,72.3,997.1,51.7,15.8
Week 3210 (2011-07-03 - 2011-07-09),32.8,23.8,67.1,1001.9,37.2,10.6
Week 3211 (2011-07-10 - 2011-07-16),33,24.4,67.9,998.8,18,12.9
Week 3212 (2011-07-17 - 2011-07-23),35.1,24.9,63.3,996.3,8.2,14.3
Week 3213 (2011-07-24 - 2011-07-30),31,24.6,77,1002.3,96.6,12.7
Week 3214 (2011-07-31 - 2011-08-06),34.7,25.2,64.1,997.5,10.6,10.9
Week 3215 (2011-08-07 - 2011-08-13),31.1,23.7,77.1,999.9,52.1,10.2
Week 3216 (2011-08-14 - 2011-08-20),31.6,22.9,74.6,1002.1,4.5,8.4
Week 3217 (2011-08-21 - 2011-08-27),32.2,24.9,74.7,1003.5,14.5,13.8
Week 3218 (2011-08-28 - 2011-09-03),31.2,23.2,75.7,1004.2,18.9,12.9
Week 3219 (2011-09-04 - 2011-09-10),32.6,24,73.7,1002.5,21.1,9.9
Week 3220 (2011-09-11 - 2011-09-17),30.8,22.6,76.7,1003.1,49.2,9
Week 3221 (2011-09-18 - 2011-09-24),31.2,18.6,64.1,1005.3,0.2,9.1
Week 3222 (2011-09-25 - 2011-10-01),32.7,19.2,57.3,1006.4,0.2,9.7
Week 3223 (2011-10-02 - 2011-10-08),30.6,19.6,62.3,1009.5,26.1,13.3
Week 3224 (2011-10-09 - 2011-10-15),30,16.3,53,1012,0,12
Week 3225 (2011-10-16 - 2011-10-22),28.7,14.9,48.6,1011.1,10,11.1
Week 3226 (2011-10-23 - 2011-10-29),25.3,11.6,62.9,1014.9,14.2,11.7
Week 3227 (2011-10-30 - 2011-11-05),25,13.9,62.1,1013.3,18,11.3
Week 3228 (2011-11-06 - 2011-11-12),24.2,11.7,63.9,1014.3,1.9,10.8
Week 3229 (2011-11-13 - 2011-11-19),24.5,10.9,62.6,1014.7,2.8,9.4
Week 3230 (2011-11-20 - 2011-11-26),23.9,9.8,66.9,1017.4,0,9.2
Week 3231 (2011-11-27 - 2011-12-03),21.6,8.4,65,1014.1,0,11.4
Week 3232 (2011-12-04 - 2011-12-10),20.6,7.2,60.4,1014.7,1.8,10.2
Week 3233 (2011-12-11 - 2011-12-17),18.7,3.3,55.1,1017.3,0,10.5
Week 3234 (2011-12-18 - 2011-12-24),16.1,3.7,63.1,1018.3,8.3,12.9
Week 3235 (2011-12-25 - 2011-12-31),18,2.6,58.3,1018.1,0,9.8
Week 3236 (2012-01-01 - 2012-01-07),14.2,4,70.7,1017,36,12.3
Week 3237 (2012-01-08 - 2012-01-14),13.7,-0.2,63.7,1020.4,1,9.2
Week 3238 (2012-01-15 - 2012-01-21),12.4,2.5,74.4,1014.4,30.4,9.4
Week 3239 (2012-01-22 - 2012-01-28),14.6,2.7,66.3,1017.9,3.9,10.6
Week 3240 (2012-01-29 - 2012-02-04),15.4,3.5,65.3,1019.2,34.3,12.1
Week 3241 (2012-02-05 - 2012-02-11),14.7,1.4,67.1,1017.3,4.3,9.4
Week 3242 (2012-02-12 - 2012-02-18),13.5,4.7,69.1,1017.9,18.6,12.8
Week 3243 (2012-02-19 - 2012-02-25),15.5,5.5,69.4,1014.4,28.1,14.7
Week 3244 (2012-02-26 - 2012-03-03),20.3,6.5,53.6,1009.9,0.7,13.8
Week 3245 (2012-03-04 - 2012-03-10),19.4,7.7,61.7,1009,17.6,11.2
Week 3246 (2012-03-11 - 2012-03-17),20.9,8.1,55.4,1015.6,3.8,10.8
Week 3247 (2012-03-18 - 2012-03-24),24.3,10.2,48.7,1012.6,13.3,19.4
Week 3248 (2012-03-25 - 2012-03-31),27,12.1,48.7,1014.2,1.5,14.6
Week 3249 (2012-04-01 - 2012-04-07),31.5,15.1,38.4,1011.6,0.6,17
Week 3250 (2012-04-08 - 2012-04-14),27.5,15.5,49,1009.5,8.9,12.7
Week 3251 (2012-04-15 - 2012-04-21),28.7,15.7,50,1009.9,19.3,11.7
Week 3252 (2012-04-22 - 2012-04-28),27.2,15.6,62.3,1008.4,20.5,8.5
Week 3253 (2012-04-29 - 2012-05-05),29.8,14.5,44.4,1006.3,0.2,12.9
Week 3254 (2012-05-06 - 2012-05-12),34.2,20.6,36,1006.9,2.1,16.3
Week 3255 (2012-05-13 - 2012-05-19),35.4,20.2,30.6,1005,0.2,15.6
Week 3256 (2012-05-20 - 2012-05-26),35.5,21.2,29,1004.8,2.7,15.9
Week 3257 (2012-05-27 - 2012-06-02),40.1,22.1,22.4,1000.2,0.9,14.7
Week 3258 (2012-06-03 - 2012-06-09),38.4,23,25.1,998.8,0.6,15.5
Week 3259 (2012-06-10 - 2012-06-16),40,24,21.1,998.8,0.2,13.7
Week 3260 (2012-06-17 - 2012-06-23),41.2,26.2,21.1,994.8,0.1,13.8
Week 3261 (2012-06-24 - 2012-06-30),40,26.8,28.1,996.3,0.7,15.6
Week 3262 (2012-07-01 - 2012-07-07),40.3,27.9,38.6,993.5,11.8,16.3
Week 3263 (2012-07-08 - 2012-07-14),33.6,25.2,64.1,999.3,28.4,13.7
Week 3264 (2012-07-15 - 2012-07-21),36.7,25.6,51,998.2,1.8,13.1
Week 3265 (2012-07-22 - 2012-07-28),37,26.7,56.1,996.2,6.8,12.9
Week 3266 (2012-07-29 - 2012-08-04),34.2,25.4,69.7,996.6,89.6,13.7
Week 3267 (2012-08-05 - 2012-08-11),31.7,22.7,74.3,1000.9,9.4,10.7
Week 3268 (2012-08-12 - 2012-08-18),32.6,24.1,75.1,1001.3,4.9,9.2
Week 3269 (2012-08-19 - 2012-08-25),30.9,24.5,80.4,1001.5,31.4,15.5
Week 3270 (2012-08-26 - 2012-09-01),30.7,23.1,80.9,1003.6,108.6,7.7
Week 3271 (2012-09-02 - 2012-09-08),28.8,22.9,82.6,1005.9,43.1,10.6
Week 3272 (2012-09-09 - 2012-09-15),30,22.7,82.3,1003.2,10.4,9.4
Week 3273 (2012-09-16 - 2012-09-22),28.5,19,76.9,1006,110.1,10
Week 3274 (2012-09-23 - 2012-09-29),30.3,17.4,62.7,1009.2,0.6,11.7
Week 3275 (2012-09-30 - 2012-10-06),31.7,16,51.3,1008.1,0.2,12.8
Week 3276 (2012-10-07 - 2012-10-13),29.7,15,49.6,1011.1,0.9,10.9
Week 3277 (2012-10-14 - 2012-10-20),25.9,14.2,59.4,1016.1,10.6,14.3
Week 3278 (2012-10-21 - 2012-10-27),25,10.8,50.6,1015.4,0.2,13.9
Week 3279 (2012-10-28 - 2012-11-03),26.3,11.6,56.4,1014.4,0,8.1
Week 3280 (2012-11-04 - 2012-11-10),24.5,10.3,52.6,1013.2,0,7.6
Week 3281 (2012-11-11 - 2012-11-17),22.9,9.5,61.3,1016.2,0.9,10.1
Week 3282 (2012-11-18 - 2012-11-24),21.5,8.1,55.9,1015.7,0.5,10.9
Week 3283 (2012-11-25 - 2012-12-01),18.7,5.7,62.3,1015.9,6.2,10.6
Week 3284 (2012-12-02 - 2012-12-08),20.6,5.8,57.9,1016.3,0.2,8.7
Week 3285 (2012-12-09 - 2012-12-15),15.8,7.7,76.3,1016.3,31.7,10
Week 3286 (2012-12-16 - 2012-12-22),16.8,4.6,65.4,1019.3,3,10.7
Week 3287 (2012-12-23 - 2012-12-29),15.7,5.5,72.4,1015.5,38.6,11.6
Week 3288 (2012-12-30 - 2013-01-05),14.8,2.3,68.1,1016,0,10.8
Week 3289 (2013-01-06 - 2013-01-12),14.4,1.4,67.9,1017.9,9.6,9.8
Week 3290 (2013-01-13 - 2013-01-19),14.9,3.9,76,1017.3,5.7,9.4
Week 3291 (2013-01-20 - 2013-01-26),15.8,1.3,62.9,1021.1,0.4,9.1
Week 3292 (2013-01-27 - 2013-02-02),18.4,5.2,64,1018.4,1.3,10.5
Week 3293 (2013-02-03 - 2013-02-09),14.9,4.9,77.6,1017.2,174.2,24.2
Week 3294 (2013-02-10 - 2013-02-16),17.2,5.4,68.9,1016.1,9.8,11.8
Week 3295 (2013-02-17 - 2013-02-23),16.9,6.5,76,1016.5,36.7,13.5
Week 3296 (2013-02-24 - 2013-03-02),18.1,6.7,72.3,1018.6,44.5,22.7
Week 3297 (2013-03-03 - 2013-03-09),24.1,8.7,67,1015.9,9.1,13.8
Week 3298 (2013-03-10 - 2013-03-16),21.3,10.5,70.6,1015,35.8,11.1
Week 3299 (2013-03-17 - 2013-03-23),23.2,11.7,67.9,1012.4,9.6,13.2
Week 3300 (2013-03-24 - 2013-03-30),23,11,71.9,1012,17.6,13.6
Week 3301 (2013-03-31 - 2013-04-06),24.8,11.6,64.4,1011.1,0.7,14.3
Week 3302 (2013-04-07 - 2013-04-13),27.4,14.2,60.1,1010.2,4.1,11.8
Week 3303 (2013-04-14 - 2013-04-20),28.2,14.3,57.4,1006.7,11.8,21.2
Week 3304 (2013-04-21 - 2013-04-27),27.7,17,58.1,1012.4,5.1,12.3
Week 3305 (2013-04-28 - 2013-05-04),30.4,15.7,42.1,1006,2.6,16.9
Week 3306 (2013-05-05 - 2013-05-11),33.2,19.2,37,1005,1.3,15.4
Week 3307 (2013-05-12 - 2013-05-18),33.4,18.6,38.3,1004.1,2.4,11.9
Week 3308 (2013-05-19 - 2013-05-25),40.5,22.7,24,1000.2,1.6,23
Week 3309 (2013-05-26 - 2013-06-01),35.6,20.1,37.1,1002.5,5.3,19.5
Week 3310 (2013-06-02 - 2013-06-08),38.6,23.9,32.3,999.7,0.1,14
Week 3311 (2013-06-09 - 2013-06-15),35,25.7,54.4,998.6,35.6,26.9
Week 3312 (2013-06-16 - 2013-06-22),34.9,22.4,50.1,998,1.9,12.9
Week 3313 (2013-06-23 - 2013-06-29),36.2,26.5,59.6,997.1,21.7,11.2
Week 3314 (2013-06-30 - 2013-07-06),36.1,25.1,54.4,997.8,9.5,13
Week 3315 (2013-07-07 - 2013-07-13),31.4,23.8,75.6,999.2,20.4,12.1
Week 3316 (2013-07-14 - 2013-07-20),32.5,25.7,73.9,998,26.1,10.8
Week 3317 (2013-07-21 - 2013-07-27),32,24.6,75,997.9,19.4,11.5
Week 3318 (2013-07-28 - 2013-08-03),31.4,25.2,79.3,999.5,54.6,14
Week 3319 (2013-08-04 - 2013-08-10),30.5,24.2,82.9,1001.5,28,11.5
Week 3320 (2013-08-11 - 2013-08-17),27.8,23,88,1002.6,322.8,13.2
Week 3321 (2013-08-18 - 2013-08-24),31.4,22.6,78.9,1001.6,3.3,10.5
Week 3322 (2013-08-25 - 2013-08-31),31.5,23.6,78.1,1002.3,14.5,8.5
Week 3323 (2013-09-01 - 2013-09-07),31,22.4,73.9,1004.1,0.7,9.3
Week 3324 (2013-09-08 - 2013-09-14),29.1,21.8,79.7,1008.3,24.2,10.9
Week 3325 (2013-09-15 - 2013-09-21),30.7,19.4,67.4,1004.8,2.8,8.2
Week 3326 (2013-09-22 - 2013-09-28),31.8,22.3,67.6,1005.5,3.7,9.4
Week 3327 (2013-09-29 - 2013-10-05),30.4,21.2,71.7,1008.2,1.2,8.3
Week 3328 (2013-10-06 - 2013-10-12),31,21.9,70.4,1010.4,1.4,12.2
Week 3329 (2013-10-13 - 2013-10-19),29,17,56.9,1011.4,1.2,9
Week 3330 (2013-10-20 - 2013-10-26),27.9,14.2,55.7,1012.9,0,10.8
Week 3331 (2013-10-27 - 2013-11-02),24,12.3,56.9,1014.8,5.7,15.6
Week 3332 (2013-11-03 - 2013-11-09),20.5,9.7,67.6,1018.6,24,13.6
Week 3333 (2013-11-10 - 2013-11-16),21.2,6.8,59,1016.9,0,11.5
Week 3334 (2013-11-17 - 2013-11-23),22,7.2,62.3,1016.2,0,7.7
Week 3335 (2013-11-24 - 2013-11-30),21.9,7.4,63.3,1016.4,0,8.4
Week 3336 (2013-12-01 - 2013-12-07),20.8,7.8,65.1,1016.4,0,8.5
Week 3337 (2013-12-08 - 2013-12-14),19.7,6.7,61.1,1014.6,1.6,12.4
Week 3338 (2013-12-15 - 2013-12-21),17.2,5.4,74.7,1015.8,1.5,9.2
Week 3339 (2013-12-22 - 2013-12-28),14.7,2.2,64.4,1021.2,0,10.9
Week 3340 (2013-12-29 - 2014-01-04),13.9,1.1,65,1020,1.2,9.5
Week 3341 (2014-01-05 - 2014-01-11),14.2,1.9,65.7,1018.8,2.4,10.5
Week 3342 (2014-01-12 - 2014-01-18),16.6,3,63.3,1019.6,0,10
Week 3343 (2014-01-19 - 2014-01-25),16.6,5.5,71.9,1021.7,2.3,9
Week 3344 (2014-01-26 - 2014-02-01),19.8,5.1,57.7,1019.1,0.2,9.3
Week 3345 (2014-02-02 - 2014-02-08),13.9,7.2,79.1,1014.5,72.6,11.8
Week 3346 (2014-02-09 - 2014-02-15),15.4,2.1,66.1,1013.2,2.5,11.5
Week 3347 (2014-02-16 - 2014-02-22),16.3,5,67.7,1017.8,4.4,12
Week 3348 (2014-02-23 - 2014-03-01),18.1,5.7,70.7,1017.6,5.8,12
Week 3349 (2014-03-02 - 2014-03-08),18,6,69,1018.9,3.6,9.3
Week 3350 (2014-03-09 - 2014-03-15),18.5,8,74.3,1017.1,101.1,12.8
Week 3351 (2014-03-16 - 2014-03-22),22.1,11,70.3,1014.2,38.2,16.1
Week 3352 (2014-03-23 - 2014-03-29),19.6,10.8,74.7,1015,57.9,11.5
Week 3353 (2014-03-30 - 2014-04-05),23.2,11.4,68.1,1011.8,12.6,11.9
Week 3354 (2014-04-06 - 2014-04-12),24.8,11.6,64.6,1012.6,13.4,11.7
Week 3355 (2014-04-13 - 2014-04-19),23.2,13.5,64.4,1013.4,19.2,11.4
Week 3356 (2014-04-20 - 2014-04-26),27.4,13.8,60.3,1012.3,0.7,12.4
Week 3357 (2014-04-27 - 2014-05-03),32.8,16.8,52.6,1007.2,0.4,13.1
Week 3358 (2014-05-04 - 2014-05-10),30.3,18.7,59.6,1006.9,12.9,11.5
Week 3359 (2014-05-11 - 2014-05-17),26.4,16.5,62.7,1008.7,15.3,11.8
Week 3360 (2014-05-18 - 2014-05-24),30.9,17.9,54.9,1007.2,1.9,10.1
Week 3361 (2014-05-25 - 2014-05-31),34.8,19,40.7,1005.6,2.3,17.8
Week 3362 (2014-06-01 - 2014-06-07),36.6,21.1,36.6,1002.2,0.9,17.5
Week 3363 (2014-06-08 - 2014-06-14),39.4,22,25,996.9,0,12.7
Week 3364 (2014-06-15 - 2014-06-21),38.4,26.9,41.9,995.9,3,13.9
Week 3365 (2014-06-22 - 2014-06-28),37.3,25.8,41.9,998.9,0.5,13.9
Week 3366 (2014-06-29 - 2014-07-05),32.8,24.8,67.4,1000.1,43.6,16.1
Week 3367 (2014-07-06 - 2014-07-12),37.3,25.9,50,998.6,0,8.4
Week 3368 (2014-07-13 - 2014-07-19),35.3,26.4,59.9,997.5,12.5,11.2
Week 3369 (2014-07-20 - 2014-07-26),34.1,26.5,62.4,999.5,8.8,19.4
Week 3370 (2014-07-27 - 2014-08-02),31.7,24.7,74.7,1001.3,30.5,10.6
Week 3371 (2014-08-03 - 2014-08-09),34.1,25.3,69.6,998.4,32.6,12
Week 3372 (2014-08-10 - 2014-08-16),32.6,24.3,72.1,1000,72.1,12
Week 3373 (2014-08-17 - 2014-08-23),31.8,21.6,73.9,1004.8,9.8,11.6
Week 3374 (2014-08-24 - 2014-08-30),32.1,21.9,67.7,1004.7,4,9
